All Inclusive 2 Bedroom Nice Home	2
LITTLE PORTUGAL LOCATION 3 BEDS 2 BATHS PARKING INCNLD	3
UNHEARD OF 3 BEDS LOWER LEVEL BRAND NEW PARKING INCLD	3
QUEEN WEST 2 BEDS 2 BATHS LOFT PARKING INCLD	2
malibu condos downtown address on a budget cozy studio	
STUNNING LAKEVIEWS HUGE BALCONY SPACIOUS 1+1 PARKING INCLD	2
HARD LOFT LIBERTY VILLAGE SPACIOUS 1 BED  LOCKER INCLD	1
forest hill location main floor 1 bed hurry in parking incld	1
Beautiful & Bright Unit, Trendy Neighbourhoods! Parking Included	
Gorgeous Split 2 Bdrms, 2 Spacious Full Bathrooms	2
Stunning  P/H Corner Unit, 2 Full Baths, 10 Ft Foot Ceilings, Parking	
Cabbagetown, Classic Victorian, Huge Kitchen, Rear Yard , Carport	
St. Lawrence Mkt.  2 + Den, Spacious Corner Unit, All Utilities Inc'd	2
Extensively Renovated Detached 2 Storey, One Block To Humewood School	
Renovated South Riverdale Victorian Home, Serene Garden, Rooftop Deck	
Corner Unit, Quick Walk To Yonge & Eglinton Subway. Parking	
Exceptional Boutique Condo, Interior Design Influenced Renovations	
Renovated Suite, Top Floor W/ Private Terrace, Parking, Utilities Inc	
Charming Victorian In Queen West. Rooftop Terrace, Utilities Included	
Live In The Prestigious Shangri-La! 5 Star Service & Amenities	
3 BDRM 2ND FLR, LIV ROOM, BRICK, LARGE CLOSETS, EAT-IN KIT, D/W, LNDRY	3
Ossington Village! Modern Kit., Back Yard & Deck.  Attached Garage (2)	
Townhome In The Heart Of King West. Terrace W/ Gas Line For Bbq	
Lots Of Upgrades, Newer Kitchen, Newer Windows, Central AC, Garage	
South Leaside Updated Bungalow, Private Yard W/ Deck, 1 Car Garage	
2 Bedrooms Apartment In Weston And St.Clair	2
Art Condo. Soaring 10 Foot Exposed Concrete Ceilings, Hardwood Floors	
Bright, New, Spacious Town Home In The Heart Of The Beach.	
Renovated W/ Cathedral Vaulted Ceilings, Brand New Kitchen, Parking	
Beautiful 1 Bedroom in the heart of the Distillery District	1
Prime Downtown Condo-1 + 1 (2 full bath) Spadina & Fort York	2
Yonge /Davenport Open Concept 1 Bdrm +Den Steps From Yorkville	
Yonge /Bloor Stunning 2 Bdrm Corner Unit With Huge Warp Around Balcony	2
Sheppard/Bathurst Spacious  Brand New 2 Bed, 2 Bath	2
1+1 two baths Condo for Rent Faireview Mall/Don Mills/Sheppard	2
Free 55 inch tv if move in right away Brand New 2 BEDROOM FREE PARKING AND WIF	2
Amazing 1BR+Den Condo In Empire Plaza Residences UTILITIES INCLUDED	1
Amazing 2 Bedroom Exquisite Home	2
Spacious 1BR+Den+Locker+Parking & UTILITIES INCLUDED Condo Downtown	1
1 BR in downtown Toronto for less than $2000 (2 units available)	1
Beautiful One Bedroom Plus Den With Fantastic North Views	1
Spacious 2BR 2.5BA Townhouse W/ UTILITIES INCLUDED In Long Branch	2
Expansive 2 Bedroom Upgraded Apartment	2
Large 1BR+Den 1.5BA 2-level LOFT On King St W. Utilities Included	1
Amazing 1BR+Den Loft On King West...Utilities Included	1
Large 1BR+Den+Parking Condo W/ Utilities Included On Front St	1
Secured One Bedroom Full Suite	1
Eglinton East Near McCowan and Trudelle Street 1 bdrm Avail April	1
Lovely & Spacious 2BR 2BA+Parking Condo @ Bloor & Yonge	2
Large 3BR+Private Garage Townhouse With Heat, Hydro & Water Included	3
Beautiful 2 bedroom in excellent location	2
3 BDRM 2ND FLR, LIV ROOM, BRICK, LARGE CLOSETS, EAT-IN KIT, D/W, LNDRY	3
**HYDRO + INTERNET INCLUDED** Spacious 1BR+Den 2BA W/Locker Condo	1
$1950 Furnished Third Floor Apt. in Victorian Home (Annex)	
**UTILITIES INCLUDED** Spacious 1BR Condo Downton In Bay St Corridor	1
Lovely Furnished Basement Suite (ANNEX)	
**HYDRO INCLUDED** Huge 900+ sq ft LOFT Downtown On Adelaide St E	
Large 1BR+Den+PARKING Condo In Downtown's Core & Bay & College	1
Uber Luxurious, Large 1BR+Den Condo In Downtown Waterfront Building	1
Beautiful 1BR Loft-Style Condo In Trendy King West...Tons Of Light	1
Spacious 1BR+Den+Parking Condo In Aura Building Steps To Eaton Ctr.	1
"Amazing 1BR+Den Unit Available In Trendy ""Ice Condos"" Locker Included"	1
Beautiful 1BR+Den Condo In Luxurious Harbour Plaza Residences	1
Spacious 1BR+Den Suite Available @ Bay & St Joseph	1
Amazing 2 Bed/1 Bath - $2260 - March 1st in Queen West	2
68 Shuter St - Fabulous Condo With Modern Finishes	
Main Floor for rent	
All Inclusive 2nd level/2 bed Reno'ed Apt $2150!	2
Beaches 🏖️🚴⛵️ apt. for rent ($2550/mo inclus	
Amazing Detached House at Runnymede / Bloor	
Elegant Detached House at Drewry/Fairchild	
Charming Semi-Detached House at Bloor St. W. & Christie St.	
Beautiful Detached House at Bathurst/Sheppard	
Great Detached House at Bloor & Runnymede	
Awesome Townhouse at Queen & Dufferin	
Nice Detached House at Burnamthorpe/ Martin Grove	
Stunning Townhouse at King & Bathurst	
Beautiful Townhouse at Finch/Bayview	
Charming Condo at Finch E. / Don Mills	
68 Shuter Street - Fabulous Condo With Modern Finishes	
Amazing Unit W/ 2 Bdrms, 2 Baths, European Inspired Kitchen	2
Stunning Detached 3 bedroom 3 bathroom Custom Built Home	3
Bathurst/Finch 1 Bedroom Basement Apartment for Rent	1
3 Bedroom Townhome In Rural Aurora	3
2 Bedroom, 2 Bathroom - Studio on Richmond	2
2 Bedroom, 2 Bathroom - Noir Condominium	2
2 Bedroom, 3 Bathroom - Shangri-La Private Residences	2
2 Bedroom, 3 Bathroom - Shangri-La Private Residences	2
2 Bedroom, 2 Bathroom - Ritz Carlton Private Residences	2
2 Bedroom, 2 Bathroom - St. Regis Private Residences	2
2 Bedroom, 2 Bathroom	2
2+1 Bedroom, 2 Bathroom - The Element	3
2 Bedroom, 2 Bathroom - Icon Condominium	2
2+1 Bedroom, 3 Bathroom - Ritz Carlton Private Residences	3
2+1 Bedroom, 3 Bathroom - Shangri-La Private Residences	3
2+1 Bedroom, 2 Bathroom - Shangri-La Private Residences	3
2+1 Bedroom, 3 Bathroom - Shangri-La Private Residences	3
2+1 Bedroom, 2 Bathroom - TIFF Tower	3
2 Bedroom, 3 Bathroom - Shangri-La Private Residences	2
2 Bedroom, 3 Bathroom - Shangri-La Private Residences	2
2 Bedroom, 2 Bathroom - Ritz Carlton Private Residences	2
2+1 Bedroom, 3 Bathroom - Shangri-La Private Residences	3
1 Bedroom, 1 Bathroom - Studio 1	1
1+1 Bedroom, 1 Bathroom - Smart House	2
2+1 Bedroom, 3 Bathroom - Shangri-La Private Residences	3
1 Bedroom, 1 Bathroom - Studio 2	1
2 Bedroom, 1 Bathroom - Smart House	2
1 Bedroom, 1 Bathroom - Boutique I	1
2 Bedroom, 3 Bathroom - Shangri-La Private Residences	2
1 Bedroom, 1 Bathroom - Studio 2	1
2 Bedroom, 3 Bathroom - Shangri-La Private Residences	2
2 Bedroom, 3 Bathroom - Shangri-La Private Residences	2
2 Bedroom, 3 Bathroom - Shangri-La Private Residences	2
2 Bedroom, 3 Bathroom - Shangri-La Private Residences	2
2+1 Bedroom, 2 Bathroom - The Empire Plaza	3
2 Bedroom, 3 Bathroom - Shangri-La Private Residences	2
1 Bedroom, 2 Bathroom - Ritz Carlton Private Residences	1
Townhouse for Lease	
2+2 Bedroom, 2 Bathroom Studio 2	4
Studio Apartment - Festival Tower	0
1 Bedroom, 1 Bathroom - Queen/University	1
3+1 Bedroom, 3 Bathroom Two Storey Penthouse	4
3 Bedroom, 2 Bathroom - Smart House	3
1 Bedroom, 1 Bathroom - Smart House	1
3 Bedroom, 2 Bathroom - Smart House	3
1 Bedroom, 1 Bathroom - Smart House	1
2 Bedroom, 2 Bathroom - Theatre Park	2
1 Bedroom, 1 Bathroom - Smart House	1
2 Bedroom, 1 Bathroom - Smart House	2
2 Bedroom, 1 Bathroom - Smart House	2
3 Bed, 3 Bath Penthouse at The Artisan	3
2+1 Bedroom, 1 Bathroom - The Picasso	3
2 Bedroom, 1 Bathroom - Smart House	2
1 Bedroom, 2 Bathroom - Ritz Carlton Private Residences	1
1 Bedroom, 2 Bathroom - Ritz Carlton Private Residences	1
1+1 Bedroom, 1 Bathroom - Ten York	2
1 Bedroom, 1 Bathroom - Ten York	1
1+1 Bedroom, 2 Bathroom - Ten York	2
2 Bedroom, 2 Bathroom - Ten York	2
1 Bedroom, 1 Bathroom - Ten York	1
3 Bedroom, 2 Bathroom - Ten York	3
2 Bedroom, 1 Bathroom - Smart House	2
3 Bedroom, 2 Bathroom - Ten York	3
3 Bedroom, 3 Bathroom - Ten York	3
1 Bedroom, 1 Bathroom - Smart House	1
1+1 Bedroom, 1 Bathroom - Ten York	2
2 Bedroom, 2 Bathroom - Ten York	2
2 Bedroom, 2 Bathroom - Ten York	2
2 Bedroom, 2 Bathroom - Ten York	2
Studio Apartment - Theatre Park Residences	0
1 Bedroom, 1 Bathroom - Smart House	1
1 Bedroom, 1 Bathroom - Nior Residences	1
Minto Built RARE 2 Br+Den Se Corner Unit 9'Ceiling-Mount Pleasant East	2
Complete One Bedroom Apartment	1
EXECUTIVE Home Near Rouge Beach - 3 Beds, 2 Walkouts To Balcony&Patio	3
Seaton Village/Wallace Emerson Apt in Victorian house	
7-Story Condo Highlighted By Modern Design In Bayview/Sheppard	
Ajax Corner Lot Townhome 3 Bedroom w/ Media Rm On 2nd Fl	3
Ocean Club Condominiums, 2 Br+Den, Waterfront View In Mimico	2
Don Valley Village On Deerford Suite 112 and Don Mills Rd E 2BR Avail	
1 Bedroom Loft, with parking. Utilities included!	1
Luxury Boutique Hotel Style Studio @ Heart Of Downtown Toronto	
2-2 bedroom Furnished Luxury 5 m from Lake Ontario	2
Beautiful and Lovely Furnished One Bedroom Apartment Bay st..	1
250 Manitoba Street - Penthouse 1 Bed + DEN - 2 Washrooms - Parking	1
3 BDRM 2ND FLR, LIV ROOM, BRICK, LARGE CLOSETS, EAT-IN KIT, D/W, LNDRY	3
Luxury  very large 1 bedroom Furnished No Lease	1
FULLY-FURNISHED, 1 BEDROOM APT. INTERNET+CAB, Yonge & 16 AV	1
Renovated 1 bedroom with great location available April 1st, 2019	1
Scarborough On Markham / Brimorton Drive 1 bdrm Available May	1
Spacious Bright Unit W/ 2 Bedroom+ 1 Washroom + 2 Underground Parkings	2
208 Queens Quay!  Stunning Waterfront 1 Bed + Den + 2 Bath+ Parking!	1
461 Adelaide W - Fashion House - Gorgeous 2 Bed	2
1 bedroom + den at Spadina & Fort York	1
FLY CONDOS - 352 FRONT STREET WEST  BACHELOR W/PARK VIEWS (VIDEO)$1800	
352 FRONT STREET WEST FLY CONDOS BACHELOR W/PARK VIEWS (VIDEO) $1800	
88 HARBOUR STREET - HARBOUR PLAZA CONDOS - 1 BEDROOM (VIDEO TOUR)$2100	1
181 DUNDAS STREET EAST - GRID CONDOS - CORNER 2 BEDROOM WITH 1 BATH	2
55 BREMNER BLVD - FULLY FURNISHED 1 BEDROOM W/PARKING (VIDEO) $2500	1
14 YORK STREET - THE ICE CONDOS - 2 BEDROOM+DEN W/PARKING (VIDEO)$2800	2
8 YORK STREET - WATERCLUB - HUGE CORNER 2 BEDROOM W/PARKING (VIDEO)	2
65 BREMNER BLVD - MAPLE LEAF SQUARE - 2 BEDROOM W/PARKING (VIDEO)$4500	2
311 BAY STREET - ST. REGIS CONDOS - FURNISHED 2 BEDROOM (VIDEO) $7500	2
180 UNIVERSITY AVENUE - SHANGRI-LA CONDOS - FURNISHED 2 BEDROOM+STUDY	2
1 BEDFORD ROAD - ONE BEDFORD CONDOS - 2 BEDROOM + FAMILY ROOM (VIDEO)	2
Gorgeous, Furnished, Open Concept, 1 Bdr + Den	1
All inclusive one bedroom downtown condo	
Yonge and St Clair	
Move in now 3 bdrm , convenient parking Pickering	3
215 Queen West  - Brand New Gorgeous 2 Bed	2
106 Dovercourt! - Ten 93 Queen W Cool and Chic Brand New One Bed!!	1
8 Dovercourt - ART Condo!Gorgeous 2 Bed 2 Bath PH Level  with Parking!	2
The Backstage  - 1 The Esplanade 1 Bed + Den with Lake Views + Parking	1
348 Logan Avenue - Gorgeous Executive Rental 3 Bed +3 Bath	3
House for rent by owner in sunny Florida	
Thornhill Henderson in Thornhill 2bdrm Available April	2
Brand New 1 Br + Large Den, Walking Distance To Lansdowne Station	1
Basement Apartment with Parking	
Available Immediately! Recently Renovated Bachelor-AAA Location	
Beautiful North View Penthouse W/Hard Wood Floors Through Out	
Contemporary living in a Traditional Setting	
Cozy and Beautiful 1 Bedroom Apartment Bathurst and Finch	1
Clean and Bright Bsmnt STUDIO Apt - Parking+Sep W/o - Imm./ Feb/ Mar	0
Elegant Condo 1 Br+Den W/Sweeping Lake & Downtown Views	1
Etobicoke Near Blackfriar / Bridesburg Dr 3bdrm Available April	3
2 bedroom above ground basement for rent	2
All Inclusive 2 Bedroom 2 Washroom Condo for Rent	2
Luxury Furnished 1 Bedroom + DEN / 2 BATH	1
3 BDRM 2ND FLR, LIV ROOM, BRICK, LARGE CLOSETS, EAT-IN KIT, D/W, LNDRY	3
HERE IT IS FULL HOME 2 BEDS 2 BATHS PARKING FOR TWO	2
For rent	
PARKING INCLD 3 BEDS 2 BATHS CONNECTED TO PATH HIGH FLOOR	3
2  bedroom main and basement and high ceiling  retail store	2
brand new never lived in before spacious floor to ceiling windows!	
stunning townhouses very spacious parking included over 900sqft!	
corktown parking included + den over 1000sqft!	
financial district parking/locker included + den mins to eaton centre!	
HERE IT IS NEXT TO TTC/SUBWAY 3 BEDS RENOVATED	3
Large one plus one corner condo in Toronto	1
fashion district parking included over 900sqft!	
MUST SEE GREAT AREA OVER 1000 SQ FT 2 BEDS LAUNDRY ONSITE	2
entertainment district parking/locker included + den over 1000sqft!	
DUNDAS SQ ADDRESS SPACIOUS 1+1 PARKING INCLD MUST SEE	2
For rent	
Brand New 1+1 Unit on Yonge & College	2
stunning home massive backyard 2 parking spots over 1100sqft!	
stunning home old charm garage fashion district over 1500sqft!	
MUST SEE OVER 600 SQ FT 1+1 HARD LOFT PARKIG INCLD	2
yorkville parking/locker included + den (392sf terrace)!	
brand new never lived in before parking/locker included!	
Vaughan 1 Bedroom + Den Condo, Parking + Locker + SS Appliances	1
stunning unit very spacious parking/utilities included fully furnished	
Modern 1 Bedroom + Den Condo Walk to Subway	1
Lovely Furnished Basement Suite (ANNEX)	
$1950 Furnished Third Floor Apt. in Victorian Home (Annex)	
gorgeous home finished basement built in garage massive backyard!	
Spacious 1BR- Great Location	1
spacious lift style unit parking/locker included over 800sqft!	
MUST SEE 1 BED HARD LOFT FASHION DISTRICT LOCKER INCLD	1
Tired of Shovelling Snow?  Spacious 3 Bed Steps to Subway & High Park!	3
gorgeous spacious unit parking included over 1000sqft cant miss!	
Golfdale Gardens Near Scarborough Golf Club/Lawrence Ave E 1 BR Move	1
MUST SEE STUDIO QUEEN WEST ENTERTAINMENT DISTRICT GEM	
HERE IT IS HOT JUNCTION SPACIOUS 1 BED PARKING INCLUDED MAKE YOUR MOVE	1
brand new never lived in before + den entertainment district!	
SPACIOUS Bachelor/Studio Yonge and Bloor	
entertainment district locker included big balcony TIFF mins away!	
WON'T LAST LONG SPACIOUS STUDIO NEAR RYERSON UNIVERSITY	
2BR-REDUCED-New RENO Open Concept-Excellent Downtown Location	2
Basement small bachelor apt available April 1st at Dundas and Spadina	
1Br+Den Brand New Building. Short term lease preferred	1
waterfront parking included stunning charming unit!	
junction brand new parking included spacious unit!	
Gorgeous Spacious Furnished 1 Bedroom Plus Den Executive Suite	1
Basement large bachelor apt available now at dundas and spadina.	
Brand New  Luxurious Condo 1+1	2
Richmond Hill 5 Bedrms W/ Semi-Ensuites - 2 Car Garage, Hardwood Floor	5
Vaughan South Facing Condo 915 SF, 2 Huge Bedrooms 2 Full Baths	2
RARE Offered In Cornell - 5 Bedrm, Large Kitchen, Home Office Main Fl	5
Large 2-bedroom furnished apartment midtown	2
Huge Family 2 Bedroom Immediate	2
Huge Family 2 Bedroom Immediate	2
Immaculate, New Reno 2 Bed Newmarket Home 5 Mins South Lake Health Cen	2
2 Bedroom 2 bath Centro Square condo	2
Legion Road One plus Den	1
Richmond Hill - FURNISHED 3+1 Semi Detached - 2 Kitchens+Basement	4
Panoramic Skyline View Of Toronto - 2 Br+Den, 2 Bath - Hardwood Floors	2
one bedroom apartment for rent march 1st	1
Aurora Highlands Finished Basement 4+2 Detached + 2 Kitchens	6
Southern East Corner Unit!887SF+Balcony! Walk to Subway, 2 Parkings	
1 Bed Unit In Prime North Park Community Balcony w/ Unobstructed View	1
Tribute Townhouse Windfields Community 4 Bdrm 1 Car Garage W/O Balcony	4
Markham 4 Bedroom+4 Baths+2 Car Garage 2-Storey Detached,Inground Pool	4
Angus Glen, 4 LARGE Bedrooms, Mins To Historic Main St Unionville	4
1 Bedroom Corso Italia $1750 plus hydro	1
one bedroom plus den furnished condo harbourftont	1
1-bedroom furnished condo w. parking Yonge/Sheppard	1
Large 3-bedroom apartment with king size beds, balcony, parking	3
Furnished large 1-bedroom apartment	1
1 bedroom Apt w Balcony - Bloor & Sherbourne	1
2 Bedroom At Luxe Condos! Parking, Locker, SS Appliances -Steps To Ttc	2
1 bedroom Apt w Balcony - Bloor & Sherbourne	1
OPEN CONCEPT  STUDIOS   STATELY 19 TH CENTURY VICTORIAN MANSION	
Unique 2-Storey Condo on Harbourfront with Proximity Billy Bishop	
PET FRIENDLY 1 bdrm+den available Apr 1!	1
Spacious Condo near Vibrant King/Spadina with Parking and Locker	
Brand New Little Portugal Town House in the heart of Queen West	
Sizeable Family House with Parking, Yard, Highway Access Nearby	
Apartment Above Quiet Office near Summerhill, Rosedale, Shops	
BRAND NEW 17 DUNDONALD ST,1BED+DEN,1BATH,PARKING,LOCKER,BALCONY	1
BRAND NEW 17 DUNDONALD ST,1BED,1BATH,PARKING,LOCKER,BALCONY,DT TORONTO	1
Are You Looking To Rent A Condo/House?	
One Bdrm Condo For Rent	1
1 Bdrm + Den Condo For Rent	1
BRAND NEW 28 WELLESLEY ST E #3509,2BEDS,1BATH,BALCONY,DOWNTOWN TORONTO	2
Lovely Furnished Basement Suite (ANNEX)	
$1950 Furnished Third Floor Apt. in Victorian Home (Annex)	
BRAND NEW 28 WELLESLEY ST E,2BEDS,2BATHS,BALCONY,DOWNTOWN TORONTO	2
BRAND NEW 28 WELLESLEY ST E #2405,1BED,1BATH,BALCONY,DOWNTOWN TORONTO	1
BRAND NEW 89 MCGILL STREET #2603!1BED,1BATH,BALCONY,DOWNTOWN TORONTO	1
AURA EXECUTIVE SUITE #7405!3BEDS,2BATHS,PARKING,LOCKER,D'TOWN TORONTO	3
South Facing 1 Br Condo W/Balcony @ Town Centre Crt	1
Available May 1 bdrm , includes heat hot water Brampton	1
Modern 1 Bedroom Suite with Den and Upscale Furnishings	1
Bright 1 Bedroom Suite with East Facing City Views and Storage Locker	1
Spacious 2 Bedroom with a Den and Walk In Closet	2
Large 2 Bedroom 1.5 Bathroom Suite with Balcony and Marble Bathrooms	2
West Don Lands Toronto Furnished Condo Rental at River City I Condos	
Lovely 1 Bedroom plus 1 Bathroom with Modern Appliances	1
Contemporary 1 Bedroom plus Den with City Views and Balcony	1
Chic 1 Bed plus Den 2 Bathroom Suite with Balcony and Parking	1
Beautiful 2 Bedroom with 1 Bathroom plus Hardwood Floors	2
Elegant 1 Bedroom plus Den Suite with High Ceilings and Walk In Closet	1
Charming 1 Bedroom plus Den with Balcony and Hardwood Flooring	1
Stunning 3 Bedroom with 2.5 Bathrooms plus Fireplace	3
High Stylish 1 Bed Condo with City Views & Hardwood Floors	1
Cozy 1 Bedroom Suite in Exciting Location	1
Fresh 1 Bedroom plus 1 Bathroom with Open Concept Design	1
Brand New Never lived Luxury 1 Bedroom for Rent at Yorkdale	1
San Francsico by the Bay Bright 1 + 1 Condo next to GO Pickering	2
The Junction!! High Park, Great Location, Great Apt!	
Fantastic King West Loft Space!	
Yonge/Bloor 1 bedroom+bathroom for rent	1
Large 1 Bedroom + DEN room (1,000 sq. ft) = $1,700.00	1
Amazing Loft in Little Italy!	
Large 2 Bedroom = $1,950.00	2
Luxurious 1 Bed Plus Den Condo Suite At Sherway Gardens Rd	1
Gorgeous 2 bedroom Corner Unit	2
1 BDRM - all incl. - March 1 move in	1
Fantastic unit at One Cole!	
1 BDRM - all incl. - available imm	1
Bright & Spacious unit with Amazing Views!	
Luxury loft style home in Roncesvalles	
LARGE 1 Bedroom + DEN condo for RENT- SCARBROUGH TOWN CENTRE	1
Awesome 2 Bed + 2 Bath Entertainment District Condo for Lease!	2
1 Bdrm Condo for Rent	1
Bloor & Christie: 2 Jr Bedrooms	2
Great Layout in Liberty Village!	
Rare Renovated Oversized Unit with Parking	
Bright Two Bedroom Condo Corner Suite At Kingston Rd	2
Fantastic Liberty Village 1 Bedroom	1
Gorgeous 2 Storey King West Loft!	0
Modern One bedroom Condo in Fort York	1
3 BDRM 2ND FLR, LIV ROOM, BRICK, LARGE CLOSETS, EAT-IN KIT, D/W, LNDRY	3
Lawrence and Pharmacy Home with 2 Bedrooms	2
Huge Condo in Heart of Midtown	
Beautiful One Bedroom+Den+Parking Apt For Rent in Toronto	1
Exclusive 1+1 Bedroom Condo Unit In Viking Lane	2
LUXURY 1150 SQ.FT. 2 BEDROOM APT HIGHPARK JUNCTION BLOORWEST	2
BRAND NEW LUXURIOUS 2BR+DEN IN THE HEART OF DOWNTOWN TORONTO	2
633 BAY ST #2605,PARTIALLY FURNISHED,LARGE 1BED+DEN,2BATHS,DT TORONTO	1
Can be rented now 3 bdrm , heat electricity included Mississauga	3
Little Italy/ Main Floor April 1st	
2 bedroom Trinity Bellwoods Apartment	2
$4200 / 3br - BRAND NEW LUXURIOUS THREE BEDROOM YC CONDO IN THE HEART	3
Semi Detached for Lease	
$4200 / 4br - ATTENTION YOUNG PROFESSIONALS AND STUDENTS!!	4
Beautiful 1+1 Bedroom Apartment for Lease	2
Gorgeous Townhouse 1+Den & 2-Bath for Rent at 239 Humberland Drive	1
Whitby! 2 Bedroom 1 Bath Close to 401, Transit, Parks, EVERYTHING!	2
2 Bedroom 1 Bath 1 Parking Spot 5 Mins from the OC!	2
Large 2 bedroom 1 bath, Family friendly area of Oshawa	2
Studio/Bachelor Close to Parks, Schools, Transit. It has it all!	
1+Den 2 Bath W/Parking&Locker in Regent Park Avail. April 1st	1
Bloor West Village, Fully Reno'd Home, 5 Min Walk To Subway, Parking	
RENOVATED 1 BED AFFORDABLE TORONTO ADDRESS LAUNDRY ONSITE	1
BRAND NEW 2 BDRM CORNER CONDO FOR RENT - HIGH PARK TORONTO @ PICNIC	2
3 Bedrm Bungalow W/O To Backyard In Ravine Setting Of Highland Creek	3
PERFECT CONDO ALTERNATIVE 2 BEDS STEPS TO TTC LAUNDRY ONSITE	2
FURNISHED @ Axiom Condominiums! 1 Bedroom, 9 Ft Ceilings	1
Yonge/Eglinton 9Ft Ceiling 466SF w/Balcony 1 Bedroom Condo	1
Beautiful 2 bed 2 bath in Niagara!	2
Fieldgate Townhome In Richmond Hill 3 Bedrooms, Hardwood Floors	3
4 BEDROOM HOUSE AT VICTORIA PARK & McNICOLL!	4
House for Rent	
2 BEDROOM PLUS DEN CONDO ON LAKESHORE WEST	2
1 BEDROOM PLUS DEN CONDO IN MIMICO	1
TWO BEDROOM TOWNHOUSE IN QUEEN WEST	2
2 BEDROOM PLUS DEN TOWNHOUSE AT KING AND SHAW	2
Corktown District Lofts! 2 + Den, High Ceilings,Polished Concrete Flrs	2
RENOVATED - Large 2 Bedroom = $1,950.00	2
Large 1B + Separate Den Room	1
Large 2 Bedroom = $1,950.00	2
Markham/16th House for Rent	
STUNNING 2 BDRM CORNER CONDO FOR RENT DOWNTOWN TORONTO @ B	2
FURNISHED STUDIO CONDO FOR RENT DOWNTOWN TORONTO - DUNDAS SQUARE	0
College Park Phase I: Unfurnished 1 Bdrm for Rent at Bay and College	1
Markham/ Steels House for Rent	
Spectacular view 2 bedroom plus den for rent	2
2 Bdrm + Den in Roncesvalles	2
Dufferin/Lawrence	
BRAND NEW YC CONDOS #3213!1BED,1BATH,BALCONY,DOWNTOWN TORONTO	1
BRAND NEW YC CONDOS #2212!1BED,1BATH,BALCONY,DOWNTOWN TORONTO	1
3 Bedroom Condo for Rent	3
Renovated Furnished Rental!!	
Renovated Furnished Rental!!	
Renovated Furnished Rental!!	
WALK OUT SMALL UNIT INCLUDE UTILITY	
Gorgeous 2 Bedroom Suite with Balcony and Parking	2
Charming Junior 1 Bedroom and 1 Bathroom with Balcony	1
2bdr Davisville Village	2
Charming 1 Bedroom with 1 Bathroom plus Den and Balcony	1
2 BEDROOM FOR RENT ASAP IN SUNNY GLENWAY AND LEEWARD GLENWAY	2
2bth Downtown Condo Furnished	
2 bedroom basement apartment for rent in Ajax	2
Large Bachelor Near No Frills/Liberty Village -April 1	0
Beautiful Room for Rent near Liberty Village/No Frills	
Beautiful Room for Rent near Liberty Village/No Frills	
3 Bed 2 Bath Unit in Semi-Detached Home with Two Levels - Furnished	3
South Facing 1 Bedroom + Den With Spectacular Lake Views And Balcony!	1
Charming 1 Bedroom with 1 Bathroom with Spacious Layout	1
In Liberty Village 1 Bed Loft Walkout To 200SF Huge Terrace	1
Bayview/York Mills 3+1 Bedroom 3 Baths Bungalow + 2 Kitchens	4
~1 BEDROOM APT IN A BEAUTIFUL LESLIEVILLE HOME	1
~2 BED, 2 FLOOR APT IN A BEAUTIFUL LESLIEVILLE HOME	2
Ultimate Condo Living in Marina Del Ray	
2Bed 1300 sqft - Sherway Gardens - Toronto Luxury Rentals	2
Solid 4Bedroom Whole House At Lawrence & Bathurst!	4
Eglinton & Keele, large renovated 1 bedroom	1
Complete Renovation, Contemporary Styling, Open Concept Floor Plan	
$1959- Kingston & McCowan - Renovated 2 Bedroom  -BALCONY	2
Executive Style Condo Townhome Is Filled W/Elegance & Sophistication	
Sunny Southwest Exposure. Corner Unit. 9' Feet Ceilings.  Parking	
Charming Victorian, Reno'd To Perfection, Chef's Kit,  Utilities Inc'd	
Lovely Furnished One Bedroom Apartment... in Dundas	1
Spacious, 2 Storey P/H Unit, Large Terrace, High Ceilings, Locker	
$1295 - Renovated 2 Bedroom with balcony	2
Renovated 3+1 Home, Large Windows, Soaring Ceilings, 2 Car Garage	4
Bloor West Village. Renovated Two Storey Townhome, Garage Parking	
Modern 1 Bedroom with 1 Bathroom plus 23 Foot Ceilings and Balcony	1
heart of the city massive balcony mins to yorkville!	
Open Concept – 1Br + Den – partially furnished $2,650/MO	1
waterfront parking/locker included + den massive balcony!	
1346 DANFORTH, Eglinton/Danforth, BRAND NEW 1BR with Parking/BALCONY	1
Gorgeous 2 Bedroom Suite with Balcony and Parking	2
Vaughan 3+1 End-Unit Townhome - Walk Distance To Maple Go Station!	4
waterfront parking/locker included panoramic view!	
Luxury Condo - Golf Course View!	
43 STAYNER, Glencairn/Eglinton W Subway, STUNNING 3BR/1.5 Bath/Parking	3
591 ANNETTE, Annette/Runnymede, Reno'd Top Floor with Patio, MUST SEE	
10 YONGE ST, Yonge/Queens Quay, 1BR+DEN with Parking *UTILITIES FREE*	1
351 CLINTON, Bloor/Christie, Multi-Level 3BR/Deck/Parking, UTIL FREE	3
Well-maintained 1-bedroom apartments in Brampton	1
Gorgeous 2 Bedroom 2 Bath Suite with Den & Walk In Closet - Furnished	2
Bachelor] Cooksville Go Station	
Apart. - 273 South Park Rd - York	
Mid Century Design in Little Italy - Toronto Luxury Rentals	
Restored Perfection in Trinity Bellwoods	
2910 HWY 7, Vaughan/Hwy 7/Jane, *820 SQFT* 1BR+Den/2PARKING/ Util FREE	1
